mean,std,variance,min,max,median,q25,q75,entropy,autocorr_lag1,hurst_exponent,sample_id,class_label,text_length,num_tokens
1450.9232,6142.4023,37729104.0,1.0036485,49410.703,16.320232,3.003746,213.67923,0.4033937680782032,-0.04300537664152179,0.5020662045352987,67,ai_gen0,141,164
2318.8647,14000.489,196013710.0,1.000406,171030.92,19.04768,3.4492118,192.57272,0.24234026854878227,-0.023623591054854214,0.5141929157179015,68,ai_gen0,151,188
16162.003,139766.14,19534576000.0,1.0036799,1829336.9,26.979626,3.8311296,896.0281,0.13210136633560213,0.04756486799527289,0.5108619307584331,69,ai_gen0,143,176
12843.567,147539.83,21768000000.0,1.0001038,2008924.8,14.021032,2.307773,162.20609,0.06718842412480477,0.0006760799747680165,0.4993200665453951,70,ai_gen0,156,185
731.83606,2706.163,7323319.0,1.0066179,21657.201,17.501822,2.839631,239.45027,0.5507270425739146,-0.02812118335334317,0.5308291246177812,71,ai_gen0,133,160
1464.5569,7127.714,50804308.0,1.0011184,86670.28,28.625048,4.6438494,380.70184,0.3489192983524163,-0.010458466688660618,0.5229498758539024,72,ai_gen0,143,166
3985.8716,21943.262,481506720.0,1.0000454,244505.45,36.25458,5.264243,890.79175,0.2802725922744298,-0.02689225386619173,0.49088049961015706,73,ai_gen0,137,182
10348.748,72574.37,5267039000.0,1.00235,917889.8,28.913107,3.871912,927.2761,0.19979661667164464,-0.01923887890750624,0.5054820433887246,74,ai_gen0,142,175
34482.035,436451.72,190490120000.0,1.000214,5823859.0,13.491548,3.4127488,222.51828,0.03487750216730569,-0.006250962394930734,0.499425676392362,75,ai_gen0,145,177
1096.8661,3875.4653,15019231.0,1.0000638,29825.178,15.311277,2.6116204,249.77887,0.6070259617741632,-0.07238068144660684,0.492194397352861,76,ai_gen0,150,186
738.512,2780.982,7733861.0,1.0004512,23857.275,17.777304,3.3881793,186.10718,0.4549798162140024,-0.06061303383971222,0.5186797385314853,77,ai_gen0,146,166
